room_id,headline,subheading,price,pictures
900718,Habitación confortable en El Raval,PRIVATE ROOM · 1 FLATMATE,€345/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_daa3f7b2-6862-43c7-be37-6d2b960361f5.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a8ed8d28-3859-4168-818b-3c8e8dfcb412.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bacc8c2f-7c4f-4e49-907c-b719ceeefcc8.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_61dd71c6-59a5-4eb0-a617-4229042a3ad2.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_214e16c0-33f1-4f6f-affb-549a6adad18b.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_102cee74-f388-4685-aab9-d7f7e376219c.jpeg']"
1010829,Habitación en la naturaleza ,PRIVATE ROOM · 1 FLATMATE,€460/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_97caa176-5456-42ba-8f63-e273c00b230c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9500a72a-703b-4061-a92b-609c3abd4b7a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c7297538-7a98-49a9-8bcd-a12385bcafb2.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0c551f76-69a8-485e-87ff-beb8a16e1c6b.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_326a6455-417c-425d-b599-0cbf98d4300c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_fadb6bf6-8786-48be-b7e4-45e592fb068f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_29123be6-1926-49f8-9917-dccdcd542262.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8c42d833-0dc4-4dde-969d-20303533e475.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e3f0fd81-73a5-4897-a0d4-e5ddaac63704.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_708ec0d4-2d5e-49a5-bead-65daac83126d.jpeg']"
1171807,"habitacion para persona sola o acompañada 
",PRIVATE ROOM · 4 FLATMATES,€400/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_855c5c13-1046-45c9-9e2c-3f8811e3e04d.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_fa8ef957-1c5a-4a40-bc74-9a8adfa9867a.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_59c4c799-7c5b-4286-bd38-6f7ef6249323.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4af4491b-8f2e-457a-9ed9-4e8c9b8d203c.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1e129c65-cf12-4bc8-820b-1e1736afaf55.jpg']"
1174545,Habitación LUMINOSA EN CENTRO: metro DRASSANES,PRIVATE ROOM · 3 FLATMATES,€400/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4b8ded17-fb97-4177-8ffa-14200ab59568.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_064e4727-08f5-4619-a4c5-2b2fc0380330.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_15bf16dd-9c41-403d-a5cf-5549e3277ddc.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_de3623a1-1891-4a64-8190-0c06521c5b3f.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3259da3a-d904-4d3a-92a5-c212709f9f6f.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1f0b696b-dc14-4b6f-8f21-566cd99f0fa3.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8b0c0d91-7558-442d-9bfc-db8dd93f9b43.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cac58226-ead8-48bc-8940-690b36a7f935.jpg']"
947240,Habitación doble en piso amueblado en Gracia,PRIVATE ROOM · 2 FLATMATES,€550/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_62bfa818-bd56-4a90-a011-55c2cf744a0e.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_46c55e2a-0a67-4a9e-a2db-5f586c149889.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e4a19928-0a83-4f05-a35d-876c644b229f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_adbb13e9-92e7-4b9a-adef-3605da64cb5b.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f545ba78-722a-46db-a0b5-23ee7b938a2d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_569cf25d-1d62-498e-a02d-cc9e5509752d.jpeg']"
628677,SINGLE ROOM WITH BALCONY IN BARCELONETA ,PRIVATE ROOM · 2 FLATMATES,€500/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c31d865d-6bc1-453c-ba98-1a68c5d31cfb.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_67d2902d-3226-473b-92a8-984f5eef6da1.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f0ccd57b-3e37-457a-91df-fae5a3ed8499.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_91d2eca4-e5a9-4689-9501-b27147f4ccc8.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_91474621-aa55-4219-b89f-e9755ddade76.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_87b0bfb9-0704-4b3d-b80b-81937b3568f1.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c8ceb31d-1b5c-46e8-85e2-8add9e762c6b.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_90dbd778-bf38-4a02-810e-a20f097e5573.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_67856c9c-9ba0-4989-a22c-76fa6e7b6e03.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cd73f315-4e0c-4890-9f1d-3372a285ee96.jpeg']"
1073408,Cosy room in Gracia with massive terrace,PRIVATE ROOM · 2 FLATMATES,€565/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5131379d-1e70-46c0-9d0c-f5ce33c09679.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_809c3de4-76d7-46e2-9134-656d7408d135.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_79feff10-731a-45a6-9ab1-dd22a52d7258.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0eafad98-07d4-48f7-b735-a6775c566d09.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b2bd4a51-beb6-4333-8f7e-b51bab4c3d3c.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_63d5b73d-a201-4144-8a9d-91e7e8d8b307.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_291c0981-969a-44c9-8436-505ba57638c5.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6b5d0806-a7db-4c3a-b8a6-0160403527db.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7a8612c3-b163-4be1-bcb9-1ba4c6695473.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d20cbc07-012c-48ce-9444-0d9a720d6e73.jpg']"
1175100,BEST LIGHT ROOM IN BARCELONA CENTER ,PRIVATE ROOM · 1 FLATMATE,€795/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_dc1fbbfc-07d3-4043-a7e3-4114e7aa7525.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_410724c4-47ca-471a-859d-41baacb500ea.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_641e6d77-ece2-404e-9687-f09066c06021.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_994dcd58-ef71-4ff7-a57e-524ce333df11.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_24fc6105-f9e3-477a-8067-35c64cb5ea76.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ce4d5825-7a2c-450e-9f8f-a08ebff2de6f.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7dc81226-fea5-4483-8a19-5f440dd1ec96.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3bf460f5-a67f-4180-bd5e-490644ea6294.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2691530c-d55b-4d42-b55b-f778f5756afc.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ca43d51c-88d3-414b-89a6-a45e9c282ae4.jpg']"
1175101,Room in Sant Martí,PRIVATE ROOM · NO FLATMATES,€550/month,"['https://d1jhx8f0okmpxm.cloudfront.net//pictures/width_500_a5de1c48-d929-4da9-afab-8b455aab14dd.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6fe54733-52e3-4025-a0c9-558b16376216.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6964d36f-cfc0-444b-8430-0f985ed08907.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2e06bc12-f3b7-45eb-9a69-75c0575dc06d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7250a9c9-8246-4655-ac5f-a691974fd1ac.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d4f927a7-6a9a-48ea-ab80-9622a177e9d4.jpeg']"
1058073,Habitación interior individual en El Putxet i el Farró,PRIVATE ROOM · 2 FLATMATES,€400/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0073fffb-43f1-481d-98d2-720d91498e71.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f4180ffa-ad65-474d-a28e-57f17b29c118.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a537f72c-fca3-4739-901f-5af00f0bec83.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7834b1cf-dc87-4c74-98d6-6b7e1c6f531f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d2cc7eb7-3f9d-4f87-894b-772d79931556.jpeg']"
942696, HABITACION INDIVIDUAL EXTERIOR CON MUCHA LUZ NATURAL,PRIVATE ROOM · 6 FLATMATES,€310/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_248a5903-e816-43df-a56d-87535c105bf5.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7ab5e65e-abca-4f85-b914-4c25f48d25f1.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e79c8c7b-0026-4406-b76b-497075003fb0.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ec8bb5b2-2682-4d01-9730-5eeed6c91196.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c6bb70d4-2505-4a84-a6af-cc17443a1818.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3615a849-f96d-4490-969a-bf44a3fea35b.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ff2982a8-64b9-4d65-96ae-b4431fafc45d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f92624c8-8877-4eae-a793-222797577c6a.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_55485530-639c-4f18-9390-07b266a9781e.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bdf0e010-0ea4-422e-96f8-8fb1fb11a866.jpg']"
907604,Habitación doble en ático con gran terraza,PRIVATE ROOM · 1 FLATMATE,€̶8̶0̶0̶ €770/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5aaf9508-5364-4551-ba30-c6033e09112a.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_78b1d781-3779-4b22-ae35-998e4eabfc94.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c2e4aaf2-48e0-4974-848e-d7930040a90f.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_fea38a26-85b8-451d-9d5f-cc0a897ed6b4.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e96d363f-a6c8-4de2-a917-6f837fa4071d.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_573d9e3f-81dc-48f6-8bcc-498fecde97c9.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_95861483-4fab-4e05-86ff-b49c17157e12.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cfc58071-9b65-4291-b439-cea224795c52.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a0650993-238f-47f2-b953-87eb439ba205.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2f2e25b9-87d5-4ed8-b237-af545787e9bf.jpg']"
1158593,Habitación en La Sagrera,PRIVATE ROOM · 1 FLATMATE,€500/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6788cb17-98bf-45e8-81e7-41ac3946ec43.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_383bac61-cdfa-410c-a443-45a23b03b184.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_069ea2a0-f9fd-4edd-8590-a9d55cd7a046.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_56613ec9-0b43-415f-a114-7877616cc275.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b8e34e17-bc84-4b6b-bf47-35acfd960262.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ca4fec6f-85ce-44d6-b201-d05ef6217396.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3fce8c5a-d13b-4346-bfda-f87e23c979fe.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_21135155-2450-4089-b9dc-3c627071a05c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_61822000-5582-4890-aea9-309f5cebfb0e.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ae511d27-18eb-4f4f-a6c7-d505c8b76543.jpeg']"
115960,HABITACIÓN SOLEADA CON CAMA KING PARA USO INDIVIDUAL ,PRIVATE ROOM · 1 FLATMATE,€550/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_10f94e4d-ca52-4c0b-a10a-022dd9ef6d90.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7b4f49d4-8ab7-4e5f-84e2-6ffa7f24bf12.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_11bc24d4-c631-4995-9fd3-353e816741cf.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1f4b4a20-eca6-42c6-8e35-875ac2c44cad.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_73073e4d-9a17-4cb7-9673-644d8179b865.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1973ea2e-c7ea-48e7-98bf-bafc9e4567a4.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_20b77099-4e5f-4a55-8e81-99d3f0f749d4.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_29a5ead6-6337-42cf-9650-08ab54efe8a2.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b0258dc8-578d-4122-9b4d-88eb095c605e.jpeg']"
1172701,habitacion individual con escritorio bien ubicada,PRIVATE ROOM · 2 FLATMATES,€̶7̶0̶0̶ €600/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_55687880-1689-44f4-8857-97939cfa9b14.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cd383c07-533d-4e60-ab54-c666abe567bd.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_52f39b8e-bfa6-4bc9-bceb-a4a766b0ade4.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b3c88766-c204-43e0-b6f7-cdd90062c968.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9676befd-ebd7-469b-8a1e-c319e78c2085.jpeg']"
1126058,Habitación disponible para ya en Plaça Maragall,PRIVATE ROOM · 1 FLATMATE,€450/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_dc95f9e1-73dd-4bf8-97e8-53761894ec28.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a9c29315-1f5d-4ff7-a7b1-0f0b95223b57.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d404ae6b-83f1-4dfd-962a-31d03ca383f0.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6a5bede0-1152-4a22-9b0d-91feced741c3.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_60d4b1ac-efb3-4b56-baae-1afd536bf1e1.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2de4951e-6db0-4b2d-ad26-87134dbb127d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_237d5bdc-7d0f-4685-ba9c-8c3aff637dcc.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7a8d920d-7dbe-4eaf-a285-d8a6394c3254.jpeg']"
1172593,Habitación para una chica latina ,PRIVATE ROOM · 3 FLATMATES,€̶3̶9̶0̶ €360/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_73ad57bd-8ca8-41e7-bca0-2722f6c6b686.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a7f41384-be92-4e05-a908-05def5087078.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_064d31f6-c0ce-4375-8c50-b240ae9bff31.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_be471e41-e9c5-4d89-9c7d-b86fcbb8100b.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8cb09ee0-2da1-4212-ab81-9d53a28a3e5d.jpeg']"
947528,Corunya - Clot,PRIVATE ROOM · 3 FLATMATES,€̶4̶8̶5̶ €480/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5bc997d4-056d-4d32-ad28-ed299403b25f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_89eca43f-aa33-455c-937d-8907469e60fc.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a613b253-b706-4256-bd6a-98b1b386d0d4.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d2c2a47c-e413-47bb-8d0a-b01c63eccc2c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3507400f-2217-4c06-b5f3-77b6334d78d7.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_774b90a6-b901-42f9-96db-756f24aef203.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bc46510f-a3b3-4060-b8bd-b0eb2c32ec91.jpeg']"
730386,"habitación muy grande, con balcón ",PRIVATE ROOM · 3 FLATMATES,€620/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d742b1a4-a894-4316-a980-b6ac3b5e50d6.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_20a8ac15-1f60-4524-bcae-0fe4faeed710.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c4e80d87-0c50-4646-8fbf-29cf08c604a7.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ce11e684-9a83-48e0-8658-67161ce0b92f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7578a479-3f34-4106-912b-7fc730b5f78f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5580f00a-7549-4e72-ae5b-d97c6aef6f97.jpeg']"
1172503,Linda habitación,PRIVATE ROOM · 2 FLATMATES,€750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9cfd21d8-df95-4681-bee6-d635c56726da.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7dfc1532-5116-4769-aaa6-14e4fe2eb16b.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bfa9c133-876e-48dd-81b4-4a17ff897860.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e049e1a4-c2fd-436e-80b9-92460c2caae9.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c80a3738-fd64-4fc5-af78-d273f44e2f38.jpeg']"
1116451,"ROOM FOR RENT, TO 8 STREET AGBAR TORRE AND DIAGONAL ",PRIVATE ROOM · 2 FLATMATES,€̶3̶9̶8̶ €320/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_dbaa29f3-f0b0-48e8-a81c-c9d64b9b2d66.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d5a50906-3857-49e2-adf5-1f6545dde2bb.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3b64b970-7368-4137-8628-1a2d59e42b9a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a3913e58-323c-441d-80a1-7bf8aa627256.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_657d8dc8-4974-4396-98bb-fc8b9033b84d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5bb8fab8-6a3e-4758-a196-a84fe03cb800.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0f136305-e2ae-4dff-a6b8-f330c9a51fb8.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_65afb0ac-4cc6-4942-84c6-7494c70bcec2.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ede10b1b-0364-4286-a50d-465844406501.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d219f883-e5e0-4330-8b10-af85a8432a4a.jpeg']"
1100502,Habitación individual durante el mes de Mayo ,PRIVATE ROOM · 2 FLATMATES,€500/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_21ea2d66-ebd7-4c47-a062-8d37b0dc9e86.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_630f103a-c14d-4712-9aa6-8023c919a41a.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_16063ac2-6d73-47c8-8c51-1f27079c719f.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d5f95411-3b17-4874-a44a-6087befce9ba.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_502d153e-a31c-4370-b588-161b1c65c337.jpg']"
1172261,Second floor in a penthouse + private restroom 🚽 🚿,PRIVATE ROOM · NO FLATMATES,€600/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8014d8e3-3154-4d1c-842b-0f4edf8428a4.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bb9df45c-5599-4b74-af66-1c01d73ab891.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0151be44-04a5-4891-9419-3429b9b763b3.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_dcd4b45c-cecf-44ba-9dbc-5ccbbd1dcf17.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f83d860a-754c-4ea7-b681-2c497cfc958b.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4b8097cc-a97b-4f4e-b053-3d60cbc50495.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9251bf0c-45c7-4c27-be60-8ac148ba6343.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e3c7013c-5b0d-4f93-a54e-60b0ab3c2600.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_daec8b56-f2af-47f0-aa5f-b09bb7e453e8.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_573bd6e1-07c0-4cdc-bf83-a3203f7104de.jpg']"
